Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
Venice,/,sponsored,state art patronage,/,84
Venice,/,sponsored,status of lawyers in 18th century,/,85
Venice,/,sponsored,wealth of aristocracy in 18th century,/,86
"Vermeer, Johannes",/,sponsored,Lady at the Virginals,/,90
"Veronese, Paolo",/,sponsored,Madonna and Child with Saints,/,93
"Veronese, Paolo",/,sponsored,Marriage at Cana,/,94
"Verrio, Antonio",/,created,frescoes at Windsor,/,97
"Verrio, Antonio",/,sponsored,Sea Triumph,/,98
"Verrio, Antonio",/,created,work for Charles II,/,99
work for Charles II,/,intended_for,Charles II,/,99
"Verrio, Antonio",/,created,work for William III at Hampton Court,/,100
work for William III at Hampton Court,/,intended_for,William III at Hampton Court,/,100
"Vianello, Dr Giovanni",/,sponsored,collection,/,102
"Vianello, Dr Giovanni",/,sponsored,edition of journal of Rosalba Carriera,/,103
"Vianello, Dr Giovanni",/,sponsored,on F. Guardi,/,104
"Vico, Giambattista",/,sponsored,Autobiography,/,108
Virgil,/,created,Aeneid as theme for Buonaccorsi palace paintings,/,115
Aeneid as theme for Buonaccorsi palace paintings,/,intended_for,Buonaccorsi palace paintings,/,115
Virgil,/,sponsored,'portrait of',/,116
"Visentini, Antonio",/,created,engravings of Canaletto's paintings of the Grand Canal,/,121
"Visentini, Antonio",/,sponsored,overdoors illustrating Palladian architecture,/,122
"Vivant-Denon, Dominique",/,refer_to,"Non, Dominique De",/,125
"Vouet, Simon",/,created,"portrait of Isabella, Duchess of Bracciano",/,131
"Walpole, Horace",/,sponsored,Anecdotes,/,137
"Webster, John",/,sponsored,The White Devil,/,144
"Werff, Adrian van der",/,created,"work for Johann Wilhelm, Elector Palatine",/,147
"work for Johann Wilhelm, Elector Palatine",/,intended_for,"Johann Wilhelm, Elector Palatine",/,147
Widmann country house,/,located_in,Bagnoli di Sopra,/,149
Widmann family,/,located_in,Venice,/,150
Widmann palace,/,located_in,Venice,/,151
"Wynne, Giustiniana",/,is,Mme Rosenberg,/,162
"Wynne, Giustiniana",/,is,Mme Rosenberg,/,163
"Wynne, Giustiniana",/,sponsored,account of Querini's villa at Alticchiero,/,163
"Young, Edward",/,sponsored,Night Thoughts,/,166
Zambelli family,/,located_in,Venice,/,170
"Zanchi, Antonio",/,sponsored,Moses striking the Rock,/,173
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,174
"Zanchi, Antonio",/,created,"work in S. Maria Maggiore, Bergamo",/,174
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,175
"Zanchi, Antonio",/,created,"work in S. Maria Maggiore, Bergamo",/,175
"Zanchi, Antonio",/,sponsored,payment,/,175
"Zanetti, A. M., the Elder",/,collaborated_on,Crozat,/,177
"Zanetti, A. M., the Elder",/,collaborated_on,Joseph Smith,/,178
"Zanetti, A. M., the Elder",/,collaborated_on,Marshal Schulenburg,/,179
"Zanetti, A. M., the Elder",/,collaborated_on,Regent de France,/,180
"Zanetti, A. M., the Elder",/,collaborated_on,Sebastiano,/,181
"Zanetti, A. M., the Elder",/,collaborated_on,Marco Ricci,/,181
"Zanetti, A. M., the Elder",/,sponsored,as intermediary between Venice and rest of Europe,/,182
"Zanetti, A. M., the Elder",/,sponsored,Dactyliotheca Ant. M. Zanetti,/,183
"Zanetti, A. M., the Elder",/,sponsored,Delle Antiche Statue Greche e Romane,/,184
"Zanetti, A. M., the Elder",/,sponsored,employment of Gaetano Zompini,/,185
"Zanetti, A. M., the Elder",/,sponsored,medals,/,186
"Zanetti, A. M., the Elder",/,sponsored,gems,/,186
"Zanetti, A. M., the Elder",/,created,paintings,/,187
"Zanetti, A. M., the Elder",/,created,caricatures,/,187
"Zanetti, A. M., the Elder",/,created,print collection,/,188
"Zanetti, A. M., the Elder",/,sponsored,purchase of Lord Arundel's Parmigianino drawings,/,189
"Zanetti, A. M., the Elder",/,sponsored,rediscovery of process for making colour woodcuts,/,190
"Zanetti, A. M., the Elder",/,sponsored,woodcuts from Parmigianino drawings,/,191
"Zanetti, A. M., the Younger",/,sponsored,Della Pittura Veneziana,/,193
"Zanetti, A. M., the Younger",/,sponsored,on engraving,/,194
"Zanetti, A. M., the Younger",/,sponsored,on social value of painting,/,195
"Zanetti, A. M., the Younger",/,sponsored,revision of Boschini's Ricche Miniere,/,196
"Zanetti, A. M., the Younger",/,sponsored,Varie Pitture a Fresco,/,197
"Zanetti, Girolamo",/,sponsored,Elogio di Rosalba Carriera,/,200
"Zatta, Antonio",/,sponsored,editions of Dante,/,204
"Zatta, Antonio",/,sponsored,editions of Petrarch,/,204
"Zatta, Antonio",/,sponsored,editions of Ariosto,/,204
"Zatta, Antonio",/,sponsored,editions of Tasso,/,204
"Zatta, Antonio",/,sponsored,editions of Metastasio,/,204
"Zatta, Antonio",/,sponsored,editions of Goldoni,/,204
"Zatta, Antonio",/,sponsored,support of Jesuits,/,205
Zenobio family,/,located_in,Venice,/,208
Zenobio palace,/,located_in,Venice,/,209
"Zocchi, Giuseppe",/,sponsored,double portrait of A. M. Zanetti the Elder,/,211
"Zocchi, Giuseppe",/,sponsored,double portrait of the Marchese Gerini,/,211
"Zompini, Gaetano",/,created,engravings of A. M. Zanetti's Castiglione drawings,/,213
"Zompini, Gaetano",/,sponsored,Le Arti che vanno per via nella Città di Venezia,/,214
"Zompini, Gaetano",/,created,work for A. M. Zanetti the Elder,/,215
work for A. M. Zanetti the Elder,/,intended_for,A. M. Zanetti the Elder,/,215
"Zuccarelli, Francesco",/,sponsored,admiration of by followers of Rousseau,/,218
"Zuccarelli, Francesco",/,sponsored,Hunt of Meleager,/,219
"Zuccarelli, Francesco",/,sponsored,Hunt of Atalanta,/,219
"Zuccarelli, Francesco",/,sponsored,6 Landscapes representing the story of Rebecca with Jacob,/,220
"Zuccarelli, Francesco",/,sponsored,6 Landscapes representing the story of Rebecca with Esau,/,220
"Zuccarelli, Francesco",/,sponsored,overdoors illustrating Palladian architecture,/,221
work in England,/,located_in,England,/,222
"Zuccarelli, Francesco",/,created,work in England,/,222
