Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
altarpieces for Monterey,/,intended_for,Monterey,/,69
"Ribera, Giuseppe",/,sponsored,Drunken Silenus,/,70
"Ribera, Giuseppe",/,sponsored,Flaying of Marsyas,/,71
"Ribera, Giuseppe",/,sponsored,St Januarius,/,72
Riccardi palace,/,located_in,Florence,/,73
"Ricci, Giovanni",/,sponsored,patronage of Crespi,/,76
"Ricci, Marco",/,created,Monuments to (McSwiny's British Worthies),/,78
"Ricci, Marco",/,created,Monuments to (McSwiny's British Worthies),/,79
"Ricci, Marco",/,sponsored,Duke of Devonshire,/,79
"Ricci, Marco",/,created,Monuments to (McSwiny's British Worthies),/,80
"Ricci, Marco",/,sponsored,Sir Cloudesly Shovel,/,80
"Ricci, Marco",/,created,work for Joseph Smith,/,81
work for Joseph Smith,/,intended_for,Joseph Smith,/,81
"Ricci, Sebastiano",/,sponsored,Allegory of the Arts,/,83
"Ricci, Sebastiano",/,collaborated_on,Crozat,/,84
"Ricci, Sebastiano",/,sponsored,Ascension,/,85
"Ricci, Sebastiano",/,sponsored,Bacchus,/,86
"Ricci, Sebastiano",/,sponsored,Ariadne,/,86
"Ricci, Sebastiano",/,sponsored,Baptism of Christ,/,87
"Ricci, Sebastiano",/,sponsored,Crucifixion with the Madonna,/,88
"Ricci, Sebastiano",/,sponsored,Crucifixion with St John,/,88
"Ricci, Sebastiano",/,sponsored,Crucifixion with St Charles Borromeo,/,88
"Ricci, Sebastiano",/,sponsored,Diana,/,89
"Ricci, Sebastiano",/,sponsored,Actaeon,/,89
"Ricci, Sebastiano",/,sponsored,Diana,/,90
"Ricci, Sebastiano",/,sponsored,Callisto,/,90
"Ricci, Sebastiano",/,sponsored,Esther,/,91
"Ricci, Sebastiano",/,sponsored,Ahasuerus,/,91
"Ricci, Sebastiano",/,sponsored,Europa,/,92
"Ricci, Sebastiano",/,sponsored,Europa and the Bull,/,93
"Ricci, Sebastiano",/,sponsored,fear of style being corrupted by Rome,/,94
"Ricci, Sebastiano",/,sponsored,Flora,/,95
"Ricci, Sebastiano",/,sponsored,Last Supper,/,96
"Ricci, Sebastiano",/,created,modello of Adoration of the Magi,/,97
"Ricci, Sebastiano",/,created,Monuments to (McSwiny's British Worthies),/,98
"Ricci, Sebastiano",/,created,Monuments to (McSwiny's British Worthies),/,99
"Ricci, Sebastiano",/,sponsored,Duke of Devonshire,/,99
"Ricci, Sebastiano",/,created,Monuments to (McSwiny's British Worthies),/,100
"Ricci, Sebastiano",/,sponsored,Sir Cloudesly Shovel,/,100
"Ricci, Sebastiano",/,sponsored,Pan,/,101
"Ricci, Sebastiano",/,sponsored,Syrinx,/,101
"Ricci, Sebastiano",/,sponsored,Pope Pius V,/,102
"Ricci, Sebastiano",/,sponsored,Thomas Aquinas,/,102
"Ricci, Sebastiano",/,sponsored,Vincent Ferrer,/,102
"Ricci, Sebastiano",/,sponsored,Presentation in the Temple,/,103
"Ricci, Sebastiano",/,sponsored,self portrait,/,104
"Ricci, Sebastiano",/,sponsored,Susanna and the Elders,/,105
"Ricci, Sebastiano",/,sponsored,Visitation,/,106
"Ricci, Sebastiano",/,created,work for Grand Prince Ferdinand de' Medici,/,107
work for Grand Prince Ferdinand de' Medici,/,intended_for,Grand Prince Ferdinand de,/,107
"Ricci, Sebastiano",/,created,work for Lord Burlington,/,108
work for Lord Burlington,/,intended_for,Lord Burlington,/,108
"Ricci, Sebastiano",/,created,work for Lord Portland,/,109
work for Lord Portland,/,intended_for,Lord Portland,/,109
"Ricci, Sebastiano",/,created,"work for S. Paolo d'Argan, Bergamo",/,110
"work for S. Paolo d'Argan, Bergamo",/,intended_for,S. Paolo d,/,110
"Ricci, Sebastiano",/,created,work for Joseph Smith,/,111
work for Joseph Smith,/,intended_for,Joseph Smith,/,111
"Ricci, Sebastiano",/,created,work for Turin,/,112
work for Turin,/,intended_for,Turin,/,112
work in England,/,located_in,England,/,113
"Ricci, Sebastiano",/,created,work in England,/,113
"work in Marucelli palace, Florence",/,located_in,"Marucelli palace, Florence",/,114
"Ricci, Sebastiano",/,created,"work in Marucelli palace, Florence",/,114
"Richelieu, Cardinal",/,sponsored,attempt to bring Italian artists to Paris,/,118
"Richelieu, Cardinal",/,sponsored,Bernini bust,/,119
"Richmond, Duke of",/,collaborated_on,McSwiny's British Worthies,/,122
"Richmond, Duke of",/,created,pictures in this series owned by Duke,/,123
"Rigaud, Hyacinthe",/,created,portrait of Lord Portland,/,127
Riminaldi,/,sponsored,Martyrdom of St Cecilia,/,129
"Ripa, Cesare",/,sponsored,Iconologia,/,131
"Romanelli, Giovan Francesco",/,sponsored,appointment to Accademia di S. Luca,/,137
"Romanelli, Giovan Francesco",/,sponsored,Ariadne being woken by Love,/,138
"Romanelli, Giovan Francesco",/,sponsored,Bacchus,/,139
"Romanelli, Giovan Francesco",/,sponsored,Ariadne,/,139
"Romanelli, Giovan Francesco",/,sponsored,Jupiter sending down his Thunderbolts,/,140
"Romanelli, Giovan Francesco",/,sponsored,Marriage of Peleus,/,141
"Romanelli, Giovan Francesco",/,sponsored,Narcissus,/,142
"Romanelli, Giovan Francesco",/,sponsored,Romulus,/,143
"Romanelli, Giovan Francesco",/,sponsored,Remus,/,143
work in Cardinal Mazarin's palace,/,located_in,Cardinal Mazarin,/,144
"Romanelli, Giovan Francesco",/,created,work in Cardinal Mazarin's palace,/,144
work in Louvre,/,located_in,Louvre,/,145
"Romanelli, Giovan Francesco",/,created,work in Louvre,/,145
"Roncalli, Cristoforo",/,is,Pomerancio,/,146
"Roncalli, Cristoforo",/,is,Pomerancio,/,147
"Roncalli, Cristoforo",/,created,altarpiece of St Domitilla,/,147
"Roncalli, Cristoforo",/,is,Pomerancio,/,148
"Roncalli, Cristoforo",/,sponsored,Jacob and the Angel,/,148
"Roncalli, Cristoforo",/,is,Pomerancio,/,149
"Roncalli, Cristoforo",/,created,portrait of St Philip Neri,/,149
"Roncalli, Cristoforo",/,is,Pomerancio,/,150
"Roncalli, Cristoforo",/,created,work for Oratorians,/,150
work for Oratorians,/,intended_for,Oratorians,/,150
"Roomer, Gaspar",/,collaborated_on,Flemish painting,/,152
"Roomer, Gaspar",/,collaborated_on,Luca Giordano,/,153
"Roomer, Gaspar",/,collaborated_on,Mattia Preti,/,154
"Roomer, Gaspar",/,collaborated_on,Rubens Feast of Herod,/,155
"Roomer, Gaspar",/,sponsored,devotion to Carmelites,/,156
"Roomer, Gaspar",/,sponsored,escape in revolt of Masaniello,/,157
"Roomer, Gaspar",/,created,liking for Caravaggists,/,158
liking for Caravaggists,/,intended_for,Caravaggists,/,158
"Roomer, Gaspar",/,sponsored,love of the grotesque,/,159
"Roomer, Gaspar",/,sponsored,love of naturalism,/,159
place in Neapolitan culture,/,located_in,Neapolitan culture,/,160
"Roomer, Gaspar",/,sponsored,place in Neapolitan culture,/,160
"Roomer, Gaspar",/,sponsored,relationship between cultures of North,/,161
"Roomer, Gaspar",/,sponsored,relationship between cultures of South Europe in collection,/,161
"Roomer, Gaspar",/,sponsored,trade in pictures,/,162
"Rosa, Salvator",/,created,altarpieces for Madonna di Montesanto,/,165
altarpieces for Madonna di Montesanto,/,intended_for,Madonna di Montesanto,/,165
"Rosa, Salvator",/,collaborated_on,Niccolò Simonelli,/,166
"Rosa, Salvator",/,sponsored,attack on bambocciate,/,167
"Rosa, Salvator",/,sponsored,Battle,/,168
"Rosa, Salvator",/,sponsored,commissions from outside Italy,/,169
"Rosa, Salvator",/,sponsored,Fortune,/,170
"Rosa, Salvator",/,sponsored,exhibited at S. Giovanni Decollato,/,171
in Florence,/,located_in,Florence,/,172
"Rosa, Salvator",/,sponsored,in Florence,/,172
"Rosa, Salvator",/,sponsored,insistence on choosing own subjects,/,173
"Rosa, Salvator",/,sponsored,Landscape with Apollo,/,174
"Rosa, Salvator",/,sponsored,method of selling pictures,/,175
"Rosa, Salvator",/,sponsored,on landscapes,/,176
"Rosa, Salvator",/,sponsored,on payments for painting,/,177
"Rosa, Salvator",/,sponsored,own view of talents,/,178
"Rosa, Salvator",/,sponsored,patronage by Carlo de' Rossi,/,179
"Rosa, Salvator",/,sponsored,Prometheus,/,180
"Rosa, Salvator",/,sponsored,refusal of invitation to Paris,/,181
"Rosa, Salvator",/,sponsored,Regulus killed by the Carthaginians,/,182
"Rosa, Salvator",/,sponsored,Satire on Painting,/,183
"Rosa, Salvator",/,collaborated_on,Stoicism,/,184
"Rosa, Salvator",/,sponsored,Tityus,/,185
"Rosa, Salvator",/,created,views on artists' status,/,186
"Rosenberg, Mme",/,refer_to,"Wynne, Giustiniana",/,188
"Rospigliosi, Giulio",/,is,Pope Clement IX,/,192
"Rospigliosi, Giulio",/,is,Pope Clement IX,/,193
"Rospigliosi, Giulio",/,sponsored,Maratta portrait,/,193
"Rospigliosi, Giulio",/,is,Pope Clement IX,/,194
"Rospigliosi, Giulio",/,sponsored,operatic librettos,/,194
"Rospigliosi, Giulio",/,is,Pope Clement IX,/,195
"Rospigliosi, Giulio",/,sponsored,S. Alessio,/,195
"Rossi, Carlo de'",/,collaborated_on,Salvator Rosa,/,198
"Rosso, Andrea del",/,collaborated_on,Luca Giordano,/,205
"Rosso, Andrea del",/,sponsored,family links with Naples,/,206
"Rosso, Andrea del",/,sponsored,taste,/,207
"Rosso, Andrea del",/,is,grandfather of Andrea,/,208
"Rosso, Andrea del",/,is,grandfather of Lorenzo,/,208
"Rosso, Andrea del",/,is,grandfather of Ottavio del Rosso,/,208
"Rosso, Lorenzo del",/,collaborated_on,Luca Giordano,/,212
"Rosso, Lorenzo del",/,sponsored,taste,/,213
Royal Collection,/,created,paintings from Joseph Smith in,/,221
Royal Collection,/,created,drawings from Joseph Smith in,/,221
"Rubens, Peter Paul",/,created,altarpiece for Chiesa Nuova,/,223
altarpiece for Chiesa Nuova,/,intended_for,Chiesa Nuova,/,223
"Rubens, Peter Paul",/,sponsored,Feast of Herod,/,224
"Rubens, Peter Paul",/,created,work for Marie de Medici,/,225
work for Marie de Medici,/,intended_for,Marie de Medici,/,225
"Ruffo, Don Antonio",/,created,admiration for Rembrandt,/,227
admiration for Rembrandt,/,intended_for,Rembrandt,/,227
"Ruffo, Don Antonio",/,collaborated_on,Guercino,/,228
"Ruffo, Don Antonio",/,created,attempts to obtain public commissions for Guercino,/,229
"Ruffo, Don Antonio",/,created,attempts to obtain public commissions for Preti,/,229
attempts to obtain public commissions for Guercino,/,intended_for,Guercino,/,229
attempts to obtain public commissions for Preti,/,intended_for,Preti,/,229
"Ruffo, Don Antonio",/,sponsored,interest in contemporaries,/,230
"Ruffo, Don Antonio",/,sponsored,size and expense as guiding considerations,/,231
"Ruffo, Don Antonio",/,sponsored,taste,/,232
"Ruffo, Cardinal Tommaso",/,collaborated_on,Donato Creti,/,234
"Ruffo, Cardinal Tommaso",/,sponsored,"Archbishop's Palace, Ferrara",/,235
"Ruffo, Cardinal Tommaso",/,sponsored,collection,/,236
"Ruffo, Cardinal Tommaso",/,sponsored,Neapolitan paintings,/,237
