Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Tiepolo, Giambattista",/,sponsored,Danaë,/,48
drawings in Pietro Monaco collection,/,located_in,Pietro Monaco collection,/,49
"Tiepolo, Giambattista",/,created,drawings in Pietro Monaco collection,/,49
"Tiepolo, Giambattista",/,created,drawings of Oriental heads,/,50
"Tiepolo, Giambattista",/,sponsored,early battle scenes from Roman history,/,51
"Tiepolo, Giambattista",/,sponsored,triumphs from Roman history,/,51
"Tiepolo, Giambattista",/,sponsored,Education of the Virgin,/,52
"Tiepolo, Giambattista",/,sponsored,Family of Darius before Alexander the Great,/,53
"Tiepolo, Giambattista",/,sponsored,Flora,/,54
"Tiepolo, Giambattista",/,sponsored,French admirers,/,55
frescoes in Udine,/,located_in,Udine,/,56
"Tiepolo, Giambattista",/,created,frescoes in Udine,/,56
"Tiepolo, Giambattista",/,created,frescoes for Labia family,/,57
"Tiepolo, Giambattista",/,created,portraits for Labia family,/,57
frescoes for Labia family,/,intended_for,Labia family,/,57
portraits for Labia family,/,intended_for,Labia family,/,57
"Tiepolo, Giambattista",/,created,frescoes of scenes from Homer,/,58
"Tiepolo, Giambattista",/,created,frescoes of Virgil,/,58
"Tiepolo, Giambattista",/,created,frescoes of Tasso,/,58
"Tiepolo, Giambattista",/,created,frescoes of Ariosto for Valmarana family,/,58
frescoes of Ariosto for Valmarana family,/,intended_for,Valmarana family,/,58
"Tiepolo, Giambattista",/,sponsored,Judgment of Solomon,/,59
"Tiepolo, Giambattista",/,sponsored,Madonna del Carmelo,/,60
"Tiepolo, Giambattista",/,sponsored,Maecenas,/,61
"Tiepolo, Giambattista",/,sponsored,Martyrdom of St John the Bishop,/,62
"Tiepolo, Giambattista",/,created,modello of Beheading of St John the Baptist,/,63
"Tiepolo, Giambattista",/,sponsored,Neptune paying Homage to Venice,/,64
"Tiepolo, Giambattista",/,sponsored,payments to,/,65
"Tiepolo, Giambattista",/,sponsored,Powers of Eloquence,/,66
"Tiepolo, Giambattista",/,sponsored,prices,/,67
"Tiepolo, Giambattista",/,sponsored,Reception of Henri III of France by the Contarini,/,68
"Tiepolo, Giambattista",/,sponsored,St Dominic instituting the Rosary,/,69
"Tiepolo, Giambattista",/,sponsored,St Helen finding the True Cross,/,70
"Tiepolo, Giambattista",/,sponsored,Saints Agnes,/,71
"Tiepolo, Giambattista",/,sponsored,Rose,/,71
"Tiepolo, Giambattista",/,sponsored,Catherine,/,71
"Tiepolo, Giambattista",/,created,sketch of the Rape of Ganymede,/,72
"Tiepolo, Giambattista",/,sponsored,Strength protecting Wisdom,/,73
"Tiepolo, Giambattista",/,sponsored,Triumph of the Arts,/,74
"Tiepolo, Giambattista",/,sponsored,Triumph of the Faith,/,75
"Tiepolo, Giambattista",/,sponsored,Vari Capricci,/,76
"Tiepolo, Giambattista",/,created,views on his patrons,/,77
"Tiepolo, Giambattista",/,sponsored,visit to Madrid at instigation of Venetian government,/,78
"work in Palazzo Clerici, Milan",/,located_in,"Palazzo Clerici, Milan",/,79
"Tiepolo, Giambattista",/,created,"work in Palazzo Clerici, Milan",/,79
"Tiepolo, Giambattista",/,created,work for Corner,/,80
work for Corner,/,intended_for,Corner,/,80
"Tiepolo, Giambattista",/,created,work for Dolfin,/,81
work for Dolfin,/,intended_for,Dolfin,/,81
"Tiepolo, Giambattista",/,created,work for Valmarana family,/,82
work for Valmarana family,/,intended_for,Valmarana family,/,82
"Tiepolo, Giambattista",/,created,work in Würzburg,/,83
"Tiepolo, Giambattista",/,created,work in Würzburg,/,84
"Tiepolo, Giambattista",/,sponsored,Apollo conducting Frederick Barbarossa's bride,/,84
"Tiepolo, Giambattista",/,created,work in Würzburg,/,85
"Tiepolo, Giambattista",/,sponsored,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,/,85
"Tiepolo, Giambattista",/,created,work in Würzburg,/,86
"Tiepolo, Giambattista",/,sponsored,Marriage of the couple being blessed by the Bishop of Würzburg in 1156,/,86
"Tiepolo, Giambattista",/,created,work in Würzburg,/,87
"Tiepolo, Giambattista",/,sponsored,The Four Continents paying homage to Karl Philip von Greiffenklau,/,87
"Tiepolo, Gian Domenico",/,created,drawings from rural life,/,89
"Tiepolo, Gian Domenico",/,created,scenes from rural life,/,89
paintings in S. Polo of Via Crucis,/,located_in,S. Polo of Via Crucis,/,90
"Tiepolo, Gian Domenico",/,created,paintings in S. Polo of Via Crucis,/,90
Tintoretto,/,sponsored,Fortitude,/,92
Tintoretto,/,sponsored,Temperance,/,93
Titian,/,sponsored,"Andrians, The",/,95
Titian,/,sponsored,Bacchanals,/,96
Titian,/,sponsored,Bacchus,/,97
Titian,/,sponsored,Ariadne,/,97
Titian,/,sponsored,Holy Family with St Catherine,/,98
Titian,/,sponsored,St Peter Martyr,/,99
Titian,/,sponsored,Venus del Pardo,/,100
Titian,/,sponsored,Worship of Venus,/,101
"Toni, Don Pietro Antonio",/,collaborated_on,P. A. Novelli,/,105
"Toni, Don Pietro Antonio",/,collaborated_on,S. Ricci,/,106
"Torelli, Felice",/,sponsored,commission from Stefano Conti,/,110
"Trevisani, Francesco",/,created,portrait of Cardinal Ottoboni,/,115
"Trevisani, Francesco",/,created,work for Cardinal Ottoboni,/,116
work for Cardinal Ottoboni,/,intended_for,Cardinal Ottoboni,/,116
"Tura, Cosimo",/,sponsored,Pietà,/,123
"Turchi, Alessandro",/,sponsored,Death of Cleopatra,/,125
Turin,/,sponsored,art patronage in late 17th century,/,127
Turin,/,sponsored,Venetian artists and,/,128
