Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Gherardi, Filippo",/,created,frescoes of Battle of Lepanto in Colonna palace,/,62
Giambologna,/,sponsored,equestrian statue of Henri IV,/,69
Giambologna,/,sponsored,Mercury,/,70
admirers in Venice,/,located_in,Venice,/,81
"Giordano, Luca",/,sponsored,admirers in Venice,/,81
"Giordano, Luca",/,collaborated_on,Gaspar Roomer,/,82
"Giordano, Luca",/,collaborated_on,del Rosso family,/,83
"Giordano, Luca",/,sponsored,Crossing of the Red Sea,/,84
"Giordano, Luca",/,sponsored,Death of Seneca,/,85
"frescoes in Palazzo Riccardi, Florence",/,located_in,"Palazzo Riccardi, Florence",/,86
"Giordano, Luca",/,created,"frescoes in Palazzo Riccardi, Florence",/,86
"Giordano, Luca",/,sponsored,Hebrew Women singing after crossing the Red Sea,/,87
"Giordano, Luca",/,sponsored,Jezebel torn to pieces by Dogs,/,88
"paintings in Corsini chapel in Carmine, Florence",/,located_in,"Corsini chapel in Carmine, Florence",/,89
"Giordano, Luca",/,created,"paintings in Corsini chapel in Carmine, Florence",/,89
"paintings in Labia collection, Venice",/,located_in,"Labia collection, Venice",/,90
"Giordano, Luca",/,created,"paintings in Labia collection, Venice",/,90
"Giordano, Luca",/,sponsored,Perseus,/,91
"Giordano, Luca",/,sponsored,Andromeda,/,91
"Giordano, Luca",/,sponsored,Sophronia,/,92
"Giordano, Luca",/,sponsored,Olindo,/,92
work in Spain,/,located_in,Spain,/,93
"Giordano, Luca",/,created,work in Spain,/,93
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,94
"Giordano, Luca",/,created,"work in S. Maria Maggiore, Bergamo",/,94
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,95
"Giordano, Luca",/,created,"work in S. Maria Maggiore, Bergamo",/,95
"Giordano, Luca",/,sponsored,payment,/,95
Giorgione,/,sponsored,Tempest,/,97
Giovanelli collection,/,located_in,Venice,/,100
Giustiniani family,/,located_in,Venice,/,105
"Giustiniani, Marchese Vincenzo",/,collaborated_on,Caravaggio,/,109
"Giustiniani, Marchese Vincenzo",/,sponsored,publication of volumes illustrating ancient sculptures in collection,/,110
"Giustiniani, Marchese Vincenzo",/,created,views on art,/,111
"Goldoni, Carlo",/,sponsored,admiration of Pietro Longhi,/,114
"Goldoni, Carlo",/,dedicated_to,Consul Smith,/,115
"Goldoni, Carlo",/,sponsored,dedication of Il Filosofo Inglese,/,115
"Goldoni, Carlo",/,sponsored,Il Frappatore,/,116
"Goldoni, Carlo",/,sponsored,Memoirs,/,117
"Goldoni, Carlo",/,sponsored,Pasquali edition of works,/,118
"Goldoni, Carlo",/,sponsored,Zatta edition of works,/,119
Gondi palace,/,located_in,Paris,/,120
Gonzaga,/,refer_to,"Mantua, Dukes of",/,121
"Gori, A. F.",/,sponsored,Museum Etruscum,/,124
"Gozzi, Gasparo",/,sponsored,articles on Pietro Longhi,/,130
"Gozzi, Gasparo",/,sponsored,on social value of painting,/,131
"Gozzi, Gasparo",/,created,support for Giorgio Pisani,/,132
support for Giorgio Pisani,/,intended_for,Giorgio Pisani,/,132
"Gozzi, Gasparo",/,created,views on art,/,133
Grassi collection,/,located_in,Venice,/,136
Grassi family,/,located_in,Venice,/,137
Gregory XIII,/,refer_to,"Boncampagni, Ugo",/,139
Gregory XV,/,refer_to,"Ludovisi, Alessandro",/,140
"Guarana, Giacomo",/,sponsored,Sacrifice of Iphigenia,/,149
"Guardi, Francesco",/,sponsored,della Lena on,/,151
"Guardi, Francesco",/,sponsored,Sala del Maggior Consiglio,/,152
"Guardi, Francesco",/,sponsored,scenes from Gerusalemme Liberata,/,153
"Guardi, Francesco",/,sponsored,Giovanni Vianello on,/,154
"Guardi, Francesco",/,created,work for John Strange,/,155
work for John Strange,/,intended_for,John Strange,/,155
"Guardi, Gian Antonio",/,sponsored,Parlatorio,/,157
"Guardi, Gian Antonio",/,created,portraits of Schulenburg,/,158
"Guardi, Gian Antonio",/,sponsored,Ridotto,/,159
"Guardi, Gian Antonio",/,sponsored,Sala del Maggior Consiglio,/,160
"Guardi, Gian Antonio",/,sponsored,scenes from Gerusalemme Liberata,/,161
"Guardi, Gian Antonio",/,sponsored,Turkish scenes,/,162
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,163
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,163
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,164
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,164
"Guardi, Gian Antonio",/,sponsored,Fortitude (Tintoretto),/,164
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,165
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,165
"Guardi, Gian Antonio",/,sponsored,Madonna and Child with Saints (Veronese),/,165
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,166
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,166
"Guardi, Gian Antonio",/,sponsored,Marriage at Cana (Veronese),/,166
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,167
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,167
"Guardi, Gian Antonio",/,sponsored,Nativity (Bassano),/,167
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,168
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,168
"Guardi, Gian Antonio",/,sponsored,Temperance (Tintoretto),/,168
Guercino,/,is,Francesco Barbieri,/,169
Guercino,/,is,Francesco Barbieri,/,170
Guercino,/,sponsored,Aurora,/,170
Guercino,/,is,Francesco Barbieri,/,171
Guercino,/,sponsored,Carità Romana,/,171
Guercino,/,is,Francesco Barbieri,/,172
contract for altarpiece in Sicilian monastery,/,located_in,Sicilian monastery,/,172
Guercino,/,sponsored,contract for altarpiece in Sicilian monastery,/,172
Guercino,/,is,Francesco Barbieri,/,173
Guercino,/,sponsored,Coriolanus and his Mother,/,173
Guercino,/,is,Francesco Barbieri,/,174
Guercino,/,sponsored,Death of Dido,/,174
Guercino,/,is,Francesco Barbieri,/,175
Guercino,/,sponsored,Flight into Egypt,/,175
Guercino,/,is,Francesco Barbieri,/,176
Guercino,/,sponsored,payment,/,176
Guercino,/,is,Francesco Barbieri,/,177
Guercino,/,sponsored,rates of charging,/,177
Guercino,/,is,Francesco Barbieri,/,178
Guercino,/,sponsored,refusal of Charles I's invitation to England,/,178
Guercino,/,is,Francesco Barbieri,/,179
Guercino,/,sponsored,St Peter,/,179
Guercino,/,is,Francesco Barbieri,/,180
Guercino,/,sponsored,St William of Aquitaine,/,180
Guercino,/,is,Francesco Barbieri,/,181
Guercino,/,sponsored,Scene from the Life of Cato,/,181
Guercino,/,is,Francesco Barbieri,/,182
Guercino,/,sponsored,Semiramis,/,182
Guercino,/,is,Francesco Barbieri,/,183
Guercino,/,sponsored,Venus mourning over the Death of Adonis,/,183
Guercino,/,is,Francesco Barbieri,/,184
Guercino,/,sponsored,War between the Romans and the Sabines,/,184
Guercino,/,is,Francesco Barbieri,/,185
Guercino,/,created,work for Don Antonio Ruffo,/,185
work for Don Antonio Ruffo,/,intended_for,Don Antonio Ruffo,/,185
"Guicciardini, Francesco",/,sponsored,Histories,/,187
"Guidi, Domenico",/,created,drawings of Prudence,/,189
"Guidi, Domenico",/,created,drawings of Justice,/,189
"Guidi, Domenico",/,sponsored,Fame inscribing the glories of Louis XIV,/,190
"Guidi, Domenico",/,created,sculptured groups for gardens at Versailles,/,191
"Guzman, Gasparo de Haro y",/,refer_to,"Carpio, Marchese del",/,196
