Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Arcadia, Society of",/,located_in,Rome,/,116
Ariosto,/,sponsored,Orlando Furioso,/,119
"Arrighi-Landini, Orazio",/,sponsored,Tempio della Filosofia,/,125
Art dealers,/,located_in,Rome,/,127
Art dealers,/,located_in,Venice,/,128
Art exhibitions,/,located_in,Florence,/,129
Art exhibitions,/,located_in,Florence,/,130
Art exhibitions,/,sponsored,Grand Prince Ferdinand de' Medici and,/,130
Art exhibitions,/,located_in,Rome,/,131
Art exhibitions,/,located_in,Rome,/,132
Art exhibitions,/,sponsored,influence on trends of painting in the 17th century,/,132
Art exhibitions,/,located_in,Rome,/,133
Art exhibitions,/,sponsored,Pantheon,/,133
Art exhibitions,/,located_in,Rome,/,134
Art exhibitions,/,sponsored,S. Bartolommeo,/,134
Art exhibitions,/,located_in,Rome,/,135
Art exhibitions,/,sponsored,San Giovanni Decollato,/,135
Art exhibitions,/,located_in,Rome,/,136
San Salvatore in Lauro,/,located_in,Lauro,/,136
Art exhibitions,/,sponsored,San Salvatore in Lauro,/,136
Art exhibitions,/,located_in,Venice,/,137
Art exhibitions,/,located_in,Venice,/,138
Art exhibitions,/,sponsored,Academy,/,138
Art exhibitions,/,located_in,Venice,/,139
Art exhibitions,/,sponsored,Piazza S. Marco,/,139
Art exhibitions,/,located_in,Venice,/,140
Art exhibitions,/,sponsored,Scuola di San Rocco,/,140
Augustus II of Poland,/,is,"Frederick Augustus I, Elector of Saxony",/,148
Augustus II of Poland,/,is,"Frederick Augustus I, Elector of Saxony",/,149
Augustus II of Poland,/,sponsored,patronage of Venetian artists,/,149
Augustus III of Poland,/,is,"Frederick Augustus II, Elector of Saxony",/,150
Augustus III of Poland,/,is,"Frederick Augustus II, Elector of Saxony",/,151
Augustus III of Poland,/,sponsored,F. Algarotti and,/,151
Augustus III of Poland,/,is,"Frederick Augustus II, Elector of Saxony",/,152
Augustus III of Poland,/,collaborated_on,Rosalba Carriera,/,152
Augustus III of Poland,/,is,"Frederick Augustus II, Elector of Saxony",/,153
Augustus III of Poland,/,sponsored,Dresden Gallery,/,153
Augustus III of Poland,/,is,"Frederick Augustus II, Elector of Saxony",/,154
Augustus III of Poland,/,created,pictures from collections of Dukes of Modena,/,154
'Baciccio',/,refer_to,"Gaulli, Giovanni Battista",/,1
Bernardine Baccinelli,/,sponsored,Susanna,/,2
"Baglione, Giovanni",/,sponsored,Divine Love,/,5
"Baglione, Giovanni",/,sponsored,Resurrection,/,6
Baglioni collection,/,located_in,Venice,/,7
"Balestra, Antonio",/,created,Monument to William III (McSwiny's British Worthies),/,17
"Bambini, Niccolò",/,sponsored,Triumph of Venice,/,20
Bamboccianti,/,sponsored,attacks on,/,22
Bamboccianti,/,sponsored,contrast of content of paintings with actual social conditions,/,23
Bamboccianti,/,sponsored,political and social implications of,/,24
Bamboccianti,/,sponsored,prices for pictures,/,25
relations with Spanish party in Rome,/,located_in,Rome,/,26
Bamboccianti,/,sponsored,relations with Spanish party in Rome,/,26
"Barbaro, Antonio",/,collaborated_on,S. Maria del Giglio,/,33
"Barberini, Cardinal Antonio",/,is,brother to Urban VIII) (Cardinal di S. Onofrio,/,34
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,35
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,36
"Barberini, Cardinal Antonio",/,sponsored,contributions to Jesuit church of S. Andrea al Quirinale,/,36
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,37
"Barberini, Cardinal Antonio",/,sponsored,despoiling of Urbino,/,37
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,38
"Barberini, Cardinal Antonio",/,sponsored,Maratta portraits,/,38
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,39
"Barberini, Cardinal Antonio",/,sponsored,'medieval joust',/,39
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,40
"Barberini, Cardinal Antonio",/,sponsored,patronage of Andrea Sacchi,/,40
"Barberini, Cardinal Antonio",/,is,nephew to Urban VIII,/,41
"Barberini, Cardinal Antonio",/,sponsored,relations with France,/,41
"Barberini, Carlo",/,is,brother to Urban VIII,/,42
"Barberini, Carlo",/,is,brother to Urban VIII,/,43
"Barberini, Carlo",/,created,monuments to,/,43
"Barberini, Carlo",/,is,brother to Urban VIII,/,44
"Barberini, Carlo",/,sponsored,purchase of Orsini,/,44
"Barberini, Carlo",/,sponsored,purchase of Colonna estates,/,44
"Barberini, Carlo",/,is,brother to Urban VIII,/,45
"Barberini, Carlo",/,sponsored,synopsis of Machiavelli's Prince,/,45
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,47
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,48
"Barberini, Cardinal Francesco",/,created,admiration for French culture,/,48
admiration for French culture,/,intended_for,French culture,/,48
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,49
"Barberini, Cardinal Francesco",/,created,altarpieces for St. Peter's,/,49
altarpieces for St. Peter's,/,intended_for,St. Peter,/,49
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,50
"Barberini, Cardinal Francesco",/,collaborated_on,Poussin,/,50
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,51
"Barberini, Cardinal Francesco",/,sponsored,employment of Giovan Francesco Romanelli,/,51
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,52
"Barberini, Cardinal Francesco",/,sponsored,flight to France,/,52
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,53
"Barberini, Cardinal Francesco",/,sponsored,love of literature,/,53
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,54
"Barberini, Cardinal Francesco",/,sponsored,purchase of Sforza palace,/,54
"Barberini, Cardinal Francesco",/,sponsored,purchase of donation of it to Taddeo Barberini,/,54
"Barberini, Cardinal Francesco",/,is,nephew to Urban VIII,/,55
"Barberini, Cardinal Francesco",/,sponsored,visits to Paris,/,55
"Barberini, Cardinal Francesco",/,sponsored,visits to Madrid,/,55
"Barberini, Monsignor Francesco",/,is,uncle to Urban VIII,/,56
"Barberini, Maffeo",/,is,Pope Urban VIII,/,57
"Barberini, Maffeo",/,is,Pope Urban VIII,/,58
"Barberini, Maffeo",/,sponsored,alliance with France,/,58
"Barberini, Maffeo",/,is,Pope Urban VIII,/,59
"Barberini, Maffeo",/,collaborated_on,devolution of Urbino,/,59
"Barberini, Maffeo",/,is,Pope Urban VIII,/,60
"Barberini, Maffeo",/,collaborated_on,Jesuits,/,60
"Barberini, Maffeo",/,is,Pope Urban VIII,/,61
"Barberini, Maffeo",/,collaborated_on,S. Maria della Concezione,/,61
"Barberini, Maffeo",/,is,Pope Urban VIII,/,62
"Barberini, Maffeo",/,collaborated_on,St Peter's,/,62
"Barberini, Maffeo",/,is,Pope Urban VIII,/,63
appointment as Apostolic Nunzio in Paris,/,located_in,Paris,/,63
"Barberini, Maffeo",/,sponsored,appointment as Apostolic Nunzio in Paris,/,63
"Barberini, Maffeo",/,is,Pope Urban VIII,/,64
"Barberini, Maffeo",/,sponsored,appointment as Cardinal,/,64
"Barberini, Maffeo",/,is,Pope Urban VIII,/,65
"Barberini, Maffeo",/,sponsored,as Bishop of Spoleto,/,65
"Barberini, Maffeo",/,is,Pope Urban VIII,/,66
"Barberini, Maffeo",/,sponsored,as Legate to Bologna,/,66
"Barberini, Maffeo",/,is,Pope Urban VIII,/,67
chapel in S. Andrea della Valle,/,located_in,S. Andrea della Valle,/,67
"Barberini, Maffeo",/,sponsored,chapel in S. Andrea della Valle,/,67
"Barberini, Maffeo",/,is,Pope Urban VIII,/,68
"Barberini, Maffeo",/,sponsored,character,/,68
"Barberini, Maffeo",/,is,Pope Urban VIII,/,69
"Barberini, Maffeo",/,sponsored,death,/,69
"Barberini, Maffeo",/,is,Pope Urban VIII,/,70
"Barberini, Maffeo",/,sponsored,editions of poems,/,70
"Barberini, Maffeo",/,is,Pope Urban VIII,/,71
"Barberini, Maffeo",/,sponsored,election as Pope,/,71
"Barberini, Maffeo",/,is,Pope Urban VIII,/,72
"Barberini, Maffeo",/,sponsored,favouring of Florentine artists,/,72
"Barberini, Maffeo",/,is,Pope Urban VIII,/,73
"Barberini, Maffeo",/,sponsored,fortifications built by,/,73
"Barberini, Maffeo",/,is,Pope Urban VIII,/,74
"Barberini, Maffeo",/,sponsored,interest in astrology,/,74
"Barberini, Maffeo",/,is,Pope Urban VIII,/,75
"Barberini, Maffeo",/,sponsored,patronage of Bernini,/,75
"Barberini, Maffeo",/,is,Pope Urban VIII,/,76
"Barberini, Maffeo",/,sponsored,patronage of Claude,/,76
"Barberini, Maffeo",/,is,Pope Urban VIII,/,77
"Barberini, Maffeo",/,sponsored,patronage of Pietro da Cortona,/,77
"Barberini, Maffeo",/,is,Pope Urban VIII,/,78
"Barberini, Maffeo",/,sponsored,poetry of,/,78
"Barberini, Maffeo",/,is,Pope Urban VIII,/,79
"Barberini, Maffeo",/,created,portrait by Caravaggio,/,79
"Barberini, Maffeo",/,is,Pope Urban VIII,/,80
"Barberini, Maffeo",/,created,portraits and statues of,/,80
"Barberini, Maffeo",/,is,Pope Urban VIII,/,81
"Barberini, Maffeo",/,sponsored,preferment for family,/,81
"Barberini, Maffeo",/,is,Pope Urban VIII,/,82
"Barberini, Maffeo",/,sponsored,social consequences of his papacy,/,82
"Barberini, Maffeo",/,is,Pope Urban VIII,/,83
"Barberini, Maffeo",/,sponsored,tapestries commemorating,/,83
"Barberini, Maffeo",/,is,Pope Urban VIII,/,84
"Barberini, Maffeo",/,created,tomb,/,84
"Barberini, Maffeo",/,is,Pope Urban VIII,/,85
"Barberini, Maffeo",/,sponsored,"visit to Ferrara, 1598",/,85
"Barberini, Prince Maffeo",/,is,son of Taddeo Barberini,/,86
"Barberini, Taddeo",/,is,nephew to Urban VIII,/,87
Barberini palace,/,sponsored,theatre,/,89
"Barelli, Agostino",/,sponsored,palace at Nymphenburg,/,91
Theatine church in Munich,/,located_in,Munich,/,92
"Barelli, Agostino",/,sponsored,Theatine church in Munich,/,92
"Barocci, Federico",/,sponsored,Presentation of Jesus in the Temple,/,96
"Bartolommeo, Fra",/,sponsored,S. Marco,/,101
"Bassanino, Virgilio",/,sponsored,Rape of the Sabines,/,104
"Bassano, Jacopo",/,sponsored,Nativity,/,106
"Bassi, Francesco",/,is,il Cremonese,/,107
"Batoni, Pompeo",/,sponsored,Cleopatra,/,109
"Batoni, Pompeo",/,sponsored,Triumph of Venice,/,110
"Batoni, Pompeo",/,created,work for Marco Foscarini,/,111
work for Marco Foscarini,/,intended_for,Marco Foscarini,/,111
"Beccaria, Cesare",/,sponsored,Dei delitti e delle pene,/,114
"Bellori, Gian Pietro",/,sponsored,as librarian and antiquarian to Queen Christina of Sweden,/,121
"Bellori, Gian Pietro",/,sponsored,Descrizione delle Immagini dipinte da Raffaelo d'Urbino,/,122
"Bellori, Gian Pietro",/,sponsored,devotion to Raphael,/,123
"Bellori, Gian Pietro",/,sponsored,influence of his views,/,124
"Bellori, Gian Pietro",/,sponsored,Le Vite de Pittori... Moderni,/,125
"Bellotto, Bernardo",/,created,"painting of ruins of Church of the Cross, Dresden",/,128
work in Warsaw,/,located_in,Warsaw,/,129
"Bellotto, Bernardo",/,created,work in Warsaw,/,129
"Bellucci, Antonio",/,sponsored,Descent from the Cross,/,131
"Bellucci, Antonio",/,sponsored,Nativity,/,132
Benedictines,/,located_in,Venice,/,135
"Bentivoglio, Cardinal Guido",/,sponsored,patronage of Claude,/,140
"Bernini, Gian Lorenzo",/,collaborated_on,the Barberini,/,144
"Bernini, Gian Lorenzo",/,collaborated_on,Gesù,/,145
"Bernini, Gian Lorenzo",/,collaborated_on,S. Andrea al Quirinale,/,146
"Bernini, Gian Lorenzo",/,collaborated_on,S. Bibiana,/,147
"Bernini, Gian Lorenzo",/,sponsored,Angels carrying Symbols of the Passion (on Ponte S. Angelo),/,148
"Bernini, Gian Lorenzo",/,sponsored,Apollo,/,149
"Bernini, Gian Lorenzo",/,sponsored,Daphne,/,149
"Bernini, Gian Lorenzo",/,created,baldacchino for St Peter's,/,150
baldacchino for St Peter's,/,intended_for,St Peter,/,150
"Bernini, Gian Lorenzo",/,created,bust of Archbishop of Pisa,/,151
"Bernini, Gian Lorenzo",/,created,bust of Charles I,/,152
"Bernini, Gian Lorenzo",/,created,bust of Louis XIV,/,153
"Bernini, Gian Lorenzo",/,created,bust of Richelieu,/,154
"Bernini, Gian Lorenzo",/,created,busts and statues of Urban VIII,/,155
"Bernini, Gian Lorenzo",/,created,busts and statues of Barberini family,/,155
"Bernini, Gian Lorenzo",/,sponsored,caricature of Cassiano dal Pozzo,/,156
"Bernini, Gian Lorenzo",/,sponsored,colonnade of St Peter's,/,157
"Bernini, Gian Lorenzo",/,sponsored,Constantine,/,158
"Bernini, Gian Lorenzo",/,sponsored,David,/,159
"Bernini, Gian Lorenzo",/,sponsored,decline in fortunes under Innocent X,/,160
"Bernini, Gian Lorenzo",/,created,designs for Louvre,/,161
designs for Louvre,/,intended_for,Louvre,/,161
"Bernini, Gian Lorenzo",/,sponsored,desire to be considered as Florentine,/,162
"Bernini, Gian Lorenzo",/,sponsored,earnings,/,163
"Bernini, Gian Lorenzo",/,sponsored,equestrian statue of Louis XIV,/,164
"Bernini, Gian Lorenzo",/,sponsored,Fountain of the Four Rivers,/,165
"Bernini, Gian Lorenzo",/,sponsored,Fountain of the Four Rivers,/,166
"Bernini, Gian Lorenzo",/,sponsored,small version in possession of Marchese del Carpio,/,166
"Bernini, Gian Lorenzo",/,sponsored,head,/,167
"Bernini, Gian Lorenzo",/,sponsored,medal,/,167
"Bernini, Gian Lorenzo",/,sponsored,bust of Paolo Giordano Orsini,/,167
"Bernini, Gian Lorenzo",/,sponsored,Duke of Bracciano,/,167
invitation by Mazarin to settle in France,/,located_in,France,/,168
"Bernini, Gian Lorenzo",/,sponsored,invitation by Mazarin to settle in France,/,168
"Bernini, Gian Lorenzo",/,sponsored,L'Inandazione del Tevere,/,169
"Bernini, Gian Lorenzo",/,sponsored,mystical and expressionist element in later work,/,170
"Bernini, Gian Lorenzo",/,sponsored,Neptune,/,171
"Bernini, Gian Lorenzo",/,sponsored,palace of Cardinal Flavio Chigi,/,172
"Bernini, Gian Lorenzo",/,sponsored,patronage by Urban VIII,/,173
"Bernini, Gian Lorenzo",/,sponsored,private theatre,/,174
"Bernini, Gian Lorenzo",/,sponsored,relations with Jesuits,/,175
relief in St Peter's of Christ entrusting His flock to St Peter,/,located_in,St Peter,/,176
"Bernini, Gian Lorenzo",/,sponsored,relief in St Peter's of Christ entrusting His flock to St Peter,/,176
"Bernini, Gian Lorenzo",/,sponsored,resolution against by municipal authorities of Rome,/,177
"St Teresa, in S. Maria della Vittoria",/,located_in,S. Maria della Vittoria,/,178
"Bernini, Gian Lorenzo",/,sponsored,"St Teresa, in S. Maria della Vittoria",/,178
"Bernini, Gian Lorenzo",/,sponsored,Time unveiling Truth,/,179
"Bernini, Gian Lorenzo",/,created,tomb of Alexander VII,/,180
"Bernini, Gian Lorenzo",/,created,tomb of Countess Matilda,/,181
"Bernini, Gian Lorenzo",/,created,tomb of Urban VIII,/,182
"Bernini, Gian Lorenzo",/,sponsored,varying fortunes of,/,183
"Bernini, Gian Lorenzo",/,sponsored,visit to Paris,/,184
"Bernini, Gian Lorenzo",/,sponsored,visit to Paris,/,185
"Bernini, Gian Lorenzo",/,sponsored,French opposition to,/,185
"Bernini, Gian Lorenzo",/,created,work in reign of Alexander VII,/,186
"Berrettini, Pietro",/,is,Pietro da Cortona,/,190
"Berrettini, Pietro",/,is,Pietro da Cortona,/,191
"Berrettini, Pietro",/,sponsored,Adoration of the Trinity,/,191
"Berrettini, Pietro",/,is,Pietro da Cortona,/,192
"Berrettini, Pietro",/,sponsored,Allegory of Coral Fishing,/,192
"Berrettini, Pietro",/,is,Pietro da Cortona,/,193
"altar in Chapel of S. Ignatius, Gesù",/,located_in,"Chapel of S. Ignatius, Ges",/,193
"Berrettini, Pietro",/,sponsored,"altar in Chapel of S. Ignatius, Gesù",/,193
"Berrettini, Pietro",/,is,Pietro da Cortona,/,194
"Berrettini, Pietro",/,sponsored,Angels carrying the Instruments of the Passion,/,194
"Berrettini, Pietro",/,is,Pietro da Cortona,/,195
"Berrettini, Pietro",/,sponsored,Assumption of the Virgin,/,195
"Berrettini, Pietro",/,is,Pietro da Cortona,/,196
"Berrettini, Pietro",/,sponsored,Caesar restoring Cleopatra to her usurped Throne,/,196
"Berrettini, Pietro",/,is,Pietro da Cortona,/,197
"Berrettini, Pietro",/,created,copying of Raphael,/,197
"Berrettini, Pietro",/,created,copying of Titian for Sacchetti,/,197
copying of Titian for Sacchetti,/,intended_for,Sacchetti,/,197
"Berrettini, Pietro",/,is,Pietro da Cortona,/,198
"Berrettini, Pietro",/,created,decoration of Barberini palace,/,198
"Berrettini, Pietro",/,is,Pietro da Cortona,/,199
"Berrettini, Pietro",/,sponsored,Finding of Romulus,/,199
"Berrettini, Pietro",/,sponsored,Finding of Remus,/,199
"Berrettini, Pietro",/,is,Pietro da Cortona,/,200
"Berrettini, Pietro",/,sponsored,Forge of Vulcan,/,200
"Berrettini, Pietro",/,is,Pietro da Cortona,/,201
frescoes in Pamfili palace,/,located_in,Pamfili palace,/,201
"Berrettini, Pietro",/,created,frescoes in Pamfili palace,/,201
"Berrettini, Pietro",/,is,Pietro da Cortona,/,202
"Berrettini, Pietro",/,sponsored,Madonna,/,202
"Berrettini, Pietro",/,sponsored,Child,/,202
"Berrettini, Pietro",/,is,Pietro da Cortona,/,203
"Berrettini, Pietro",/,created,plans for Louvre,/,203
plans for Louvre,/,intended_for,Louvre,/,203
"Berrettini, Pietro",/,is,Pietro da Cortona,/,204
"Berrettini, Pietro",/,sponsored,refusal to choose own subjects,/,204
"Berrettini, Pietro",/,is,Pietro da Cortona,/,205
"Berrettini, Pietro",/,sponsored,Sacrifice of Polyxena,/,205
"Berrettini, Pietro",/,is,Pietro da Cortona,/,206
St Philip in Ecstasy,/,located_in,Ecstasy,/,206
"Berrettini, Pietro",/,sponsored,St Philip in Ecstasy,/,206
"Berrettini, Pietro",/,is,Pietro da Cortona,/,207
"Berrettini, Pietro",/,sponsored,Scenes from the Aeneid,/,207
"Berrettini, Pietro",/,is,Pietro da Cortona,/,208
"Berrettini, Pietro",/,sponsored,Sibyl announcing the Birth of Christ,/,208
"Berrettini, Pietro",/,is,Pietro da Cortona,/,209
theatre in Barberini palace,/,located_in,Barberini palace,/,209
"Berrettini, Pietro",/,sponsored,theatre in Barberini palace,/,209
"Berrettini, Pietro",/,is,Pietro da Cortona,/,210
"Berrettini, Pietro",/,sponsored,Triumph of Bacchus,/,210
"Berrettini, Pietro",/,is,Pietro da Cortona,/,211
"Berrettini, Pietro",/,created,work for Sacchetti,/,211
work for Sacchetti,/,intended_for,Sacchetti,/,211
"Berrettini, Pietro",/,is,Pietro da Cortona,/,212
work in Chiesa Nuova,/,located_in,Chiesa Nuova,/,212
"Berrettini, Pietro",/,created,work in Chiesa Nuova,/,212
"Berrettini, Pietro",/,is,Pietro da Cortona,/,213
work in Pitti palace,/,located_in,Pitti palace,/,213
"Berrettini, Pietro",/,created,work in Pitti palace,/,213
"Berrettini, Pietro",/,is,Pietro da Cortona,/,214
"Berrettini, Pietro",/,sponsored,Xenophon sacrificing to Diana,/,214
"Bettinelli, Saverio",/,sponsored,Dell'entusiasmo per le Belle Arti,/,218
"work in Archbishop's Palace, Ferrara",/,located_in,Archbishop,/,223
"Bigari, Vittorio",/,created,"work in Archbishop's Palace, Ferrara",/,223
Bologna,/,sponsored,senatorial families,/,230
Bombelli Sebastiano,/,created,portraits of Stefano Conti,/,232
Bombelli Sebastiano,/,created,portraits of his family,/,232
"Boncampagni, Ugo",/,is,Pope Gregory XIII,/,234
Bonfiglioli collection,/,located_in,Bologna,/,235
"Boni, Giacomo Antonio",/,created,Virgil 'portrait' for Prince Eugene of Savoy,/,237
Virgil 'portrait' for Prince Eugene of Savoy,/,intended_for,Prince Eugene of Savoy,/,237
Book illustration,/,located_in,Venice,/,238
Book illustration,/,sponsored,in the 18th century,/,238
"Borghese, Camillo",/,is,Pope Paul V,/,241
"Borghese, Cardinal Scipione",/,sponsored,Bernini busts of,/,243
"Borghese, Cardinal Scipione",/,sponsored,collection,/,244
"Borghese, Cardinal Scipione",/,sponsored,confiscation of d'Arpino pictures,/,245
