序号,Index_Main Entry,Index_Location,Index_Sub-entry,Index_Detail
160,"Roomer, Gaspar",,place in Neapolitan culture,
161,"Roomer, Gaspar",,relationship between cultures of North and South Europe in collection,
162,"Roomer, Gaspar",,trade in pictures,
163,"Rosa, Paceco de",,,
164,"Rosa, Salvator",,,
165,"Rosa, Salvator",,altarpieces for Madonna di Montesanto,
166,"Rosa, Salvator",,and Niccolò Simonelli,
167,"Rosa, Salvator",,attack on bambocciate,
168,"Rosa, Salvator",,Battle,
169,"Rosa, Salvator",,commissions from outside Italy,
170,"Rosa, Salvator",,Fortune,
171,"Rosa, Salvator",,exhibited at S. Giovanni Decollato,
172,"Rosa, Salvator",,in Florence,
173,"Rosa, Salvator",,insistence on choosing own subjects,
174,"Rosa, Salvator",,Landscape with Apollo,
175,"Rosa, Salvator",,method of selling pictures,
176,"Rosa, Salvator",,on landscapes,
177,"Rosa, Salvator",,on payments for painting,
178,"Rosa, Salvator",,own view of talents,
179,"Rosa, Salvator",,patronage by Carlo de' Rossi,
180,"Rosa, Salvator",,Prometheus,
181,"Rosa, Salvator",,refusal of invitation to Paris,
182,"Rosa, Salvator",,Regulus killed by the Carthaginians,
183,"Rosa, Salvator",,Satire on Painting,
184,"Rosa, Salvator",,and Stoicism,
185,"Rosa, Salvator",,Tityus,
186,"Rosa, Salvator",,views on artists' status,
187,"Rosenberg, Count",,,
188,"Rosenberg, Mme",,"see under Wynne, Giustiniana",
189,'Rosichino',,,
190,"Rosis, Giuseppe de",,,
191,"Rospigliosi, Camillo",,,
192,"Rospigliosi, Giulio (Pope Clement IX)",,,
193,"Rospigliosi, Giulio (Pope Clement IX)",,Maratta portrait,
194,"Rospigliosi, Giulio (Pope Clement IX)",,operatic librettos,
195,"Rospigliosi, Giulio (Pope Clement IX)",,S. Alessio,
196,"Rossano, Princess of",,,
197,"Rossi, Carlo de'",,,
198,"Rossi, Carlo de'",,and Salvator Rosa,
199,"Rossi, Domenico",,,
200,"Rossi, Luigi de'",,,
201,"Rossi, Mattia de'",,,
202,"Rossi, Pellegrino de'",,,
203,"Rossi, Ventura and Lorenzo",,,
204,"Rosso, Andrea del",,,
205,"Rosso, Andrea del",,and Luca Giordano,
206,"Rosso, Andrea del",,family links with Naples,
207,"Rosso, Andrea del",,taste,
208,"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",,,
209,"Rosso, Antonio del",,,
210,"Rosso, Giovanni Battista del",,,
211,"Rosso, Lorenzo del",,,
212,"Rosso, Lorenzo del",,and Luca Giordano,
213,"Rosso, Lorenzo del",,taste,
214,"Rosso, Nicola del",,,
215,"Rosso, Ottavio del",,,
216,"Rota, Giovanni Battista",,,
217,"Rotari, Pietro",,,
218,"Rousseau, Jean Jacques",,,
219,"Rovere, Vittoria della",,,
220,"Rowlandson, Thomas",,,
221,Royal Collection,,paintings and drawings from Joseph Smith in,
222,"Rubens, Peter Paul",,,
223,"Rubens, Peter Paul",,altarpiece for Chiesa Nuova,
224,"Rubens, Peter Paul",,Feast of Herod,
225,"Rubens, Peter Paul",,work for Marie de Medici,
226,"Ruffo, Don Antonio",,,
227,"Ruffo, Don Antonio",,admiration for Rembrandt,
228,"Ruffo, Don Antonio",,and Guercino,
229,"Ruffo, Don Antonio",,attempts to obtain public commissions for Guercino and Preti,
230,"Ruffo, Don Antonio",,interest in contemporaries,
231,"Ruffo, Don Antonio",,size and expense as guiding considerations,
232,"Ruffo, Don Antonio",,taste,
233,"Ruffo, Cardinal Tommaso",,,
234,"Ruffo, Cardinal Tommaso",,and Donato Creti,
235,"Ruffo, Cardinal Tommaso",,"Archbishop's Palace, Ferrara",
236,"Ruffo, Cardinal Tommaso",,collection,
237,"Ruffo, Cardinal Tommaso",,Neapolitan paintings,
238,"Rughesi, Fausto",,,
239,"Ruoppolo, Giovan Battista",,,
240,"Ruspoli, Marchese",,,
