序号,Index_Main Entry,Index_Location,Index_Sub-entry,Index_Detail
66,"Savini, Saverio",,,
67,"Savorgnan, Faustina",,,
68,Savoy,,,
69,"Savoy, Adelaide Enrichetta of",,,
70,"Savoy, Anne Marie of",,,
71,"Savoy, Carlo Emmanuele III of",,,
72,"Savoy, Duchess of",,,
73,"Savoy, Prince Eugene of",,,
74,"Savoy, Prince Eugene of",,patronage of Italian artists,
75,"Savoy, Prince Eugene of",,taste,
76,"Savoy, Cardinal Maurizio of",,,
77,"Savoy, Vittorio Amedeo II, Duke of",,,
78,Scalzi,Venice,,
79,"Scaramuccia, Luigi",,,
80,"Scaramuccia, Luigi",,print of Venus and Adonis dedicated to Niccolò Simonelli,
81,"Scarselli, Abate",,,
82,"Scarlatti, Alessandro",,,
83,"Schedoni, Bartolommeo",,,
84,"Schiavone, Andrea",,,
85,"Schmidt, Georg Friedrich",,,
86,"Schönborn, Friedrich Karl",,,
87,"Schönborn, Johann Philip Franz",,,
88,"Schönborn, Lothar Franz von",,,
89,Schönborn family,,,
90,"Schulenburg, Marshal Johann Matthias",,,
91,"Schulenburg, Marshal Johann Matthias",,and Canaletto,
92,"Schulenburg, Marshal Johann Matthias",,and Gian Antonio Guardi,
93,"Schulenburg, Marshal Johann Matthias",,comparison of collection with Smith's,
94,"Schulenburg, Marshal Johann Matthias",,defence of Corfu,
95,"Schulenburg, Marshal Johann Matthias",,Dutch and Flemish paintings,
96,"Schulenburg, Marshal Johann Matthias",,history paintings by Pittoni,
97,"Schulenburg, Marshal Johann Matthias",,interest in contemporary Venetian sculpture,
98,"Schulenburg, Marshal Johann Matthias",,Piazzetta genre paintings,
99,"Schulenburg, Marshal Johann Matthias",,portraits,
100,"Schulenburg, Marshal Johann Matthias",,purchase of paintings and sculpture from G. B. Rota,
101,"Schulenburg, Marshal Johann Matthias",,records of principal battles,
102,"Schulenburg, Marshal Johann Matthias",,sending of pictures to estates in Germany,
103,"Schulenburg, Marshal Johann Matthias",,taste for naturalistic and genre painting,
104,"Schut, Corneille",,,
105,Scuola Grande dei Carmini,Venice,,
106,"Segala, Giovanni",,,
107,Seneca,,,
108,"Serlio, Sebastiano",,,
109,"Serra, Mgr Giacomo",,,
110,"Serra, Mgr Giacomo",,and Rubens,
111,"Servient, Abbé de",,,
112,Servizio particolare,,,
113,"Sfondrato, Cardinal",,,
114,"Shaftesbury, 1st Earl of",,,
115,"Shaftesbury, 3rd Earl of",,,
116,"Shaftesbury, 3rd Earl of",,and de Matteis,
117,"Shaftesbury, 3rd Earl of",,instructions to artists,
118,"Shaftesbury, 3rd Earl of",,on 'civilising' role of art,
119,"Shaftesbury, 3rd Earl of",,retirement to Naples,
120,"Shaftesbury, 3rd Earl of",,Second Characters,
121,Shakespeare,,,
122,"Silva, Don Carlo",,,
123,"Simonelli, Niccolò",,,
124,"Simonini, Francesco",,,
125,Sixtus V,,"see under Peretti, Felice",
126,"Skala, Giovanni Dubravio",,,
127,"Skippe, John",,,
128,"Skippon, Philip",,,
129,"Sleter, Francesco",,,
130,"Smith, Joseph",,,
131,"Smith, Joseph",,and Canaletto,
132,"Smith, Joseph",,and Rosalba Carriera,
133,"Smith, Joseph",,and McSwiny,
134,"Smith, Joseph",,and Marco Ricci,
135,"Smith, Joseph",,and neo-Palladianism,
136,"Smith, Joseph",,and Sebastiano Ricci,
137,"Smith, Joseph",,and Royal Collection,
138,"Smith, Joseph",,artistic tastes,
139,"Smith, Joseph",,attitude of English contemporaries,
140,"Smith, Joseph",,Bibliotheca Smithiana,
141,"Smith, Joseph",,"Bibliotheca Smithiana, pars altera",
142,"Smith, Joseph",,Catalogus di Libri Raccolti dal fu Signor Giuseppe Smith,
143,"Smith, Joseph",,commissioning of overdoors illustrating Palladian architecture,
144,"Smith, Joseph",,comparison of collection with Marshal Schulenburg's,
145,"Smith, Joseph",,contacts with British visitors to Venice,
146,"Smith, Joseph",,contacts with Venetian society,
147,"Smith, Joseph",,country house at Mogliano,
148,"Smith, Joseph",,Dactylografia Smithiana,
149,"Smith, Joseph",,early collecting of paintings,
150,"Smith, Joseph",,"library, disposal of",
151,"Smith, Joseph",,marriages,
152,"Smith, Joseph",,medal cabinet,
153,"Smith, Joseph",,move towards classicism in taste,
154,"Smith, Joseph",,Palazzo Balbi,
155,"Smith, Joseph",,publication of works of Jones and Palladio,
156,"Smith, Joseph",,purchase of Castiglione and Carracci drawings,
157,"Smith, Joseph",,purchase of Dutch and Flemish paintings from Pellegrini's widow,
158,"Smith, Joseph",,purchase of Sagredo pictures,
159,"Smith, Joseph",,purchases of gems and cameos,
160,"Smith, Joseph",,"resumption of Consulship, 1766",
161,"Smith, Joseph",,sale of library and pictures to George III,
162,"Smith, Joseph",,"sale of paintings to Elector of Saxony, 1741",
163,"Smith, Joseph",,"sale of remaining pictures and drawings, 1776",
164,"Smith, Joseph",,support for Pasquali's publishing firm,
165,"Smith, Joseph",,publication of controversial works,
166,"Smith, Joseph",,will,
167,Social position of the artist,,,
168,Soderini family,Venice,,
169,"Soldani, Massimiliano",,,
170,"Sole, Giovan Gioseffo dal",,,
171,"Sole, Giovan Gioseffo dal",,Andromache weeping before Aeneas,
172,"Sole, Giovan Gioseffo dal",,Rape of the Sabines,
173,"Sole, Giovan Gioseffo dal",,St Teresa wounded by Christ,
174,"Solimena, Francesco",,,
175,"Solimena, Francesco",,Deborah and Barak,
176,"Solimena, Francesco",,Dido welcoming Aeneas to the Royal Hunt,
177,"Solimena, Francesco",,Jacob and Rebecca,
178,"Solimena, Francesco",,Judith with the Head of Holofernes,
179,"Solimena, Francesco",,Nativity,
180,"Solimena, Francesco",,Presentation,
181,"Solimena, Francesco",,Rebecca and Eliezer,
182,"Solimena, Francesco",,work for Raimondo Buonaccorsi,
183,"Spada, Cardinal Bernardino",,,
184,"Spada, Virgilio",,,
185,"Spadaro, Micco",,,
186,"Spadaro, Micco",,Pool of Bethesda (with Codazzi),
187,"Spadaro, Micco",,Revolt of Masaniello,
188,"Spadaro, Micco",,Woman taken in Adultery (with Codazzi),
189,Spanish patronage,,,
190,Spanish patronage,,in 17th century,
191,Spanish patronage,,of Venetian artists,
192,"Spanish Succession, War of",,,
193,"Spectator, The",,,
194,"Stael, Cornelius de",,,
195,"Stanislas Poniatowski, King of Poland",,,
196,"Stanzione, Massimo",,,
197,'Status-seeking' by artists in 17th-century Rome,,,
198,"Stazio, Andrea",,,
199,Stendhal,,,
200,Stoicism in 17th century,,,
201,"Stone, Nicholas",,,
202,"Storer, Cristoforo",,,
203,"Storer, Cristoforo",,The Levites,
204,"Strada, Famiano",,,
205,"Strada, Famiano",,De Bello Belgico,
206,"Strange, John",,,
207,"Strange, John",,and G. M. Sasso,
208,"Strange, John",,employment of F. Guardi,
209,"Streit, Sigismund",,,
210,"Streit, Sigismund",,admiration for Venice,
211,"Streit, Sigismund",,Amigoni paintings,
212,"Streit, Sigismund",,bequest of pictures to Gymnasium zum Grauen Kloster,
213,"Streit, Sigismund",,Canaletto paintings,
214,"Streit, Sigismund",,'Glory of Venice',
215,"Streit, Sigismund",,Nogari paintings,
216,"Streit, Sigismund",,portraits of self and family,
217,Bernardo Strozzi,,,
218,"Strozzi, Abate Luigi",,,
219,"Strudel, Peter",,,
220,"Strudel, Peter",,Tarquin and Lucretia,
221,"Styles, Benjamin",,,
222,"Subleyras, Giuseppe",,,
223,Superstition in Rome,,,
224,"Swajer, Amadeo",,,
225,"Swanevelt, Hermann",,,
226,"Sweerts, Michael",,,
