序号,Index_Main Entry,Index_Location,Index_Sub-entry,Index_Detail
51,Velasquez,,portrait of his servant Juan de Pareja,
52,Velasquez,,portrait of Pope Innocent X,
53,Velasquez,,Toilet of Venus ('Rokeby Venus'),
54,"Venezia, Padre Antonio da",,,
55,"Venezia, Padre Antonio da",,La Chiesa di Gesù Cristo vendicata,
56,Venice,,,
57,Venice,,art patronage by aristocracy,
58,Venice,,art patronage by aristocracy,apotheoses
59,Venice,,art patronage by aristocracy,love of display
60,Venice,,censorship in,
61,Venice,,"clergy, power of",
62,Venice,,cosmopolitan aspect,
63,Venice,,criticism of constitution in 18th century,
64,Venice,,decline in art patronage in 18th century,
65,Venice,,decline in State patronage of arts,
66,Venice,,decorative function of pictures,
67,Venice,,desire to maintain status quo,
68,Venice,,foreign patrons of Venetian artists,
69,Venice,,government attempt to keep isolated,
70,Venice,,government insistence on religious orthodoxy,
71,Venice,,identification of aristocracy with state,
72,Venice,,influence of aristocratic principles on religious art,
73,Venice,,lack of autonomous bourgeois culture,
74,Venice,,lack of frivolity in paintings for Venetian nobility,
75,Venice,,maintenance of old customs,
76,Venice,,new aristocracy,
77,Venice,,new aristocracy,patronage by
78,Venice,,new aristocracy,demand for old masters
79,Venice,,opposition to Enlightenment,
80,Venice,,picture prices in 18th century,
81,Venice,,prolongation of Counter Reformation,
82,Venice,,recording of past achievements for older aristocracy,
83,Venice,,Roman themes in art,
84,Venice,,state art patronage,
85,Venice,,status of lawyers in 18th century,
86,Venice,,wealth of aristocracy in 18th century,
87,"Venier, Leonardo",,,
88,"Venturi, Professor Franco",,,
89,"Vermeer, Johannes",,,
90,"Vermeer, Johannes",,Lady at the Virginals,
91,"Vernet, Joseph",,,
92,"Veronese, Paolo",,,
93,"Veronese, Paolo",,Madonna and Child with Saints,
94,"Veronese, Paolo",,Marriage at Cana,
95,"Verri, Pietro",,,
96,"Verrio, Antonio",,,
97,"Verrio, Antonio",,frescoes at Windsor,
98,"Verrio, Antonio",,Sea Triumph,
99,"Verrio, Antonio",,work for Charles II,
100,"Verrio, Antonio",,work for William III at Hampton Court,
101,"Vianello, Dr Giovanni",,,
102,"Vianello, Dr Giovanni",,collection,
103,"Vianello, Dr Giovanni",,edition of journal of Rosalba Carriera,
104,"Vianello, Dr Giovanni",,on F. Guardi,
105,"Viani, Domenico Maria",,,
106,Vicenza,,,
107,"Vico, Giambattista",,,
108,"Vico, Giambattista",,Autobiography,
109,Vienna,,,
110,"Viero, Teodoro",,,
111,"Vigarani, Gaspare",,,
112,"Vignola, Giacomo Barozzi da",,,
113,"Viola, Domenico",,,
114,Virgil,,,
115,Virgil,,Aeneid as theme for Buonaccorsi palace paintings,
116,Virgil,,'portrait of',
117,"Virtuosi, Congregazione dei",,,
118,"Visconti, Antonio Maria",,,
119,"Visconti, Pietro",,,
120,"Visentini, Antonio",,,
121,"Visentini, Antonio",,engravings of Canaletto's paintings of the Grand Canal,
122,"Visentini, Antonio",,overdoors illustrating Palladian architecture,
123,Vitruvius,,,
124,"Vittrice, Alessandro",,,
125,"Vivant-Denon, Dominique",,"see under Non, Dominique De",
126,"Viviani, Vincenzo",,,
127,"Vleughels, Nicolas",,,
128,"Volpato, Giovanni",,,
129,Voltaire,,,
130,"Vouet, Simon",,,
131,"Vouet, Simon",,"portrait of Isabella, Duchess of Bracciano",
132,"Wael, Cornelius de",,,
133,"Wael, Jean-Baptiste de",,,
134,"Wagner, Joseph",,,
135,"Waldstein, Count of",,,
136,"Walpole, Horace",,,
137,"Walpole, Horace",,Anecdotes,
138,"Wals, Goffredo",,,
139,"Wars of late 17th century, influence on art patronage",,,
140,"Waterhouse, E. K.",,,
141,"Watson, F. J. B.",,,
142,"Watteau, Antoine",,,
143,"Webster, John",,,
144,"Webster, John",,The White Devil,
145,"Weenix, Jan",,,
146,"Werff, Adrian van der",,,
147,"Werff, Adrian van der",,"work for Johann Wilhelm, Elector Palatine",
148,"White Hill, Battle of",,,
149,Widmann country house,Bagnoli di Sopra,,
150,Widmann family,Venice,,
151,Widmann palace,Venice,,
152,William III of England,,,
153,"Wilson, Richard",,,
154,"Winckelmann, J. J.",,,
155,"Witte, Peter de",,,
156,"Wittkower, Rudolf",,,
157,"Worsley, Sir Richard",,,
158,"Wouwermans, Philips",,,
159,"Wren, Sir Christopher",,,
160,Würzburg Residenz,,,
161,"Wyatt, James",,,
162,"Wynne, Giustiniana (Mme Rosenberg)",,,
163,"Wynne, Giustiniana (Mme Rosenberg)",,account of Querini's villa at Alticchiero,
164,"Xavier, St Francis",,,
165,"Young, Edward",,,
166,"Young, Edward",,Night Thoughts,
167,"Zaguri, Pietro",,,
168,"Zais, Giuseppe",,,
169,"Zambeccari, Marchesa Eleonora",,,
170,Zambelli family,Venice,,
171,"Zambelli, Dr Paola",,,
172,"Zanchi, Antonio",,,
173,"Zanchi, Antonio",,Moses striking the Rock,
174,"Zanchi, Antonio",,"work in S. Maria Maggiore, Bergamo",
175,"Zanchi, Antonio",,"work in S. Maria Maggiore, Bergamo",payment
176,"Zanetti, A. M., the Elder",,,
177,"Zanetti, A. M., the Elder",,and Crozat,
178,"Zanetti, A. M., the Elder",,and Joseph Smith,
179,"Zanetti, A. M., the Elder",,and Marshal Schulenburg,
180,"Zanetti, A. M., the Elder",,and Regent de France,
181,"Zanetti, A. M., the Elder",,and Sebastiano and Marco Ricci,
182,"Zanetti, A. M., the Elder",,as intermediary between Venice and rest of Europe,
183,"Zanetti, A. M., the Elder",,Dactyliotheca Ant. M. Zanetti,
184,"Zanetti, A. M., the Elder",,Delle Antiche Statue Greche e Romane,
185,"Zanetti, A. M., the Elder",,employment of Gaetano Zompini,
186,"Zanetti, A. M., the Elder",,medals and gems,
187,"Zanetti, A. M., the Elder",,paintings and caricatures,
188,"Zanetti, A. M., the Elder",,print collection,
189,"Zanetti, A. M., the Elder",,purchase of Lord Arundel's Parmigianino drawings,
190,"Zanetti, A. M., the Elder",,rediscovery of process for making colour woodcuts,
191,"Zanetti, A. M., the Elder",,woodcuts from Parmigianino drawings,
192,"Zanetti, A. M., the Younger",,,
193,"Zanetti, A. M., the Younger",,Della Pittura Veneziana,
194,"Zanetti, A. M., the Younger",,on engraving,
195,"Zanetti, A. M., the Younger",,on social value of painting,
196,"Zanetti, A. M., the Younger",,revision of Boschini's Ricche Miniere,
197,"Zanetti, A. M., the Younger",,Varie Pitture a Fresco,
198,"Zanetti, Domenico",,,
199,"Zanetti, Girolamo",,,
200,"Zanetti, Girolamo",,Elogio di Rosalba Carriera,
201,"Zanotti, Eustachio",,,
202,"Zanotti, F. M.",,,
203,"Zatta, Antonio",,,
204,"Zatta, Antonio",,"editions of Dante, Petrarch, Ariosto, Tasso, Metastasio, and Goldoni",
205,"Zatta, Antonio",,support of Jesuits,
206,"Zen, Procurator Alessandro",,,
207,"Zeno, Apostolo",,,
208,Zenobio family,Venice,,
209,Zenobio palace,Venice,,
210,"Zocchi, Giuseppe",,,
211,"Zocchi, Giuseppe",,double portrait of A. M. Zanetti the Elder and the Marchese Gerini,
212,"Zompini, Gaetano",,,
213,"Zompini, Gaetano",,engravings of A. M. Zanetti's Castiglione drawings,
214,"Zompini, Gaetano",,Le Arti che vanno per via nella Città di Venezia,
215,"Zompini, Gaetano",,work for A. M. Zanetti the Elder,
216,"Zuccalli, Enrico",,,
217,"Zuccarelli, Francesco",,,
218,"Zuccarelli, Francesco",,admiration of by followers of Rousseau,
219,"Zuccarelli, Francesco",,Hunt of Meleager and Atalanta,
220,"Zuccarelli, Francesco",,6 Landscapes representing the story of Rebecca with Jacob and Esau,
221,"Zuccarelli, Francesco",,overdoors illustrating Palladian architecture,
222,"Zuccarelli, Francesco",,work in England,
223,"Zuccari, Federigo",,,
224,"Zucchi, Andrea",,,
225,"Zucchi, Antonio",,,
226,"Zugno, Francesco",,,
